_id/$oid,date,hour,mac,rssi,noise,SNR,RX,RX_Pkts,TX,TX_Pkts,__v
64a9bbc061fb6a2602d7749b,08.07.2023,14:40:49,5C:70:A3:68:82:48,-54,-98,44,6,1030793,72.2,36233,0
64a9bbcb61fb6a2602d7749d,08.07.2023,14:40:59,5C:70:A3:68:82:48,-68,-98,30,72.2,1030929,72.2,36240,0
64a9bbdf61fb6a2602d7749f,08.07.2023,14:41:20,5C:70:A3:68:82:48,-70,-99,29,72.2,1031199,72.2,36254,0
64a9bbea61fb6a2602d774a1,08.07.2023,14:41:30,5C:70:A3:68:82:48,-55,-98,43,6,1031330,72.2,36258,0
64a9bbfd61fb6a2602d774a3,08.07.2023,14:41:50,5C:70:A3:68:82:48,-53,-98,45,6,1031649,72.2,36301,0
64a9bc1161fb6a2602d774a5,08.07.2023,14:42:10,5C:70:A3:68:82:48,-68,-98,30,72.2,1031938,72.2,36315,0
64a9bc1c61fb6a2602d774a7,08.07.2023,14:42:21,5C:70:A3:68:82:48,-57,-98,41,6,1032074,72.2,36319,0
64a9bc2661fb6a2602d774a9,08.07.2023,14:42:31,5C:70:A3:68:82:48,-56,-98,42,6,1032211,72.2,36325,0
64a9bc3a61fb6a2602d774ab,08.07.2023,14:42:51,5C:70:A3:68:82:48,-56,-98,42,6,1032472,72.2,36339,0
64a9bc4e61fb6a2602d774ad,08.07.2023,14:43:11,5C:70:A3:68:82:48,-54,-99,45,6,1032723,72.2,36348,0
64a9bc6161fb6a2602d774af,08.07.2023,14:43:31,5C:70:A3:68:82:48,-56,-99,43,6,1032987,72.2,36361,0
64a9bc6d61fb6a2602d774b1,08.07.2023,14:43:41,5C:70:A3:68:82:48,-56,-99,43,6,1033126,72.2,36366,0
64a9bc8161fb6a2602d774b3,08.07.2023,14:44:01,5C:70:A3:68:82:48,-56,-99,43,6,1033390,72.2,36374,0
